ORLANDO TERM,Possible URI,Possible URI #2
elegy,http://id.lincsproject.ca/genre/elegy
embeddedwork,http://id.lincsproject.ca/genre/EmbeddedWork
encyclopaedia,http://id.lincsproject.ca/genre/encyclopaedia
encyclopédie,http://id.lincsproject.ca/genre/encyclopaedia
environmental,http://id.lincsproject.ca/genre/environmental
ephemera,http://id.lincsproject.ca/genre/ephemera
epic theatre,http://id.lincsproject.ca/genre/epicTheatre
epic,http://id.lincsproject.ca/genre/epic
epictheatre,http://id.lincsproject.ca/genre/epicTheatre
epigram,http://id.lincsproject.ca/genre/epigram
epilogue,http://id.lincsproject.ca/genre/epilogue
episodic literature,http://id.lincsproject.ca/genre/episodicLiterature
episodicliterature,http://id.lincsproject.ca/genre/episodicLiterature
epistle,http://id.lincsproject.ca/genre/epistle
epistolary,http://id.lincsproject.ca/genre/epistolary
epistolarygenre,http://id.lincsproject.ca/genre/EpistolaryGenre
epitaph,http://id.lincsproject.ca/genre/epitaph
epithalamium,http://id.lincsproject.ca/genre/epithalamium
epyllion,http://id.lincsproject.ca/genre/epyllion
erotica or pornography,http://id.lincsproject.ca/genre/eroticaOrPornography
erotica,http://id.lincsproject.ca/genre/erotica
eroticaorpornography,http://id.lincsproject.ca/genre/eroticaOrPornography
essai,http://id.lincsproject.ca/genre/essay
essais,http://id.lincsproject.ca/genre/InformationalGenre
essay,http://id.lincsproject.ca/genre/essay
eulogy,http://id.lincsproject.ca/genre/eulogy
exhibition catalogue,http://id.lincsproject.ca/genre/exhibitionCatalogue
exhibitioncatalogue,http://id.lincsproject.ca/genre/exhibitionCatalogue
exploration,http://id.lincsproject.ca/genre/exploration
eye-witness,http://id.lincsproject.ca/genre/eyeWitness
eyewitness,http://id.lincsproject.ca/genre/eyeWitness
fable,http://id.lincsproject.ca/genre/fable
fabliau,http://id.lincsproject.ca/genre/fabliau
fairytale,http://id.lincsproject.ca/genre/fairytale
fantasy,http://id.lincsproject.ca/genre/fantasy
farce,http://id.lincsproject.ca/genre/farce
fascicle,http://id.lincsproject.ca/genre/fascicle
feminist theory,http://id.lincsproject.ca/genre/feministTheory
feminist,http://id.lincsproject.ca/genre/feminist
feministgenre,http://id.lincsproject.ca/genre/FeministGenre
feministtheory,http://id.lincsproject.ca/genre/feministTheory
fiction scolaire,http://id.lincsproject.ca/genre/schoolFiction
fiction,http://id.lincsproject.ca/genre/fiction
fictionalgenre,http://id.lincsproject.ca/genre/FictionalGenre
film script,http://id.lincsproject.ca/genre/filmScript
film tv script,http://id.lincsproject.ca/genre/filmTvScript
film,http://id.lincsproject.ca/genre/film
filmscript,http://id.lincsproject.ca/genre/filmScript
filmtvscript,http://id.lincsproject.ca/genre/filmTvScript
financialrecordsgenre,http://id.lincsproject.ca/genre/FinancialRecordsGenre
folk song,http://id.lincsproject.ca/genre/folkSong
folk tale,http://id.lincsproject.ca/genre/folkTale
folklore,http://id.lincsproject.ca/genre/folkTale
folksong,http://id.lincsproject.ca/genre/folkSong
folktale,http://id.lincsproject.ca/genre/folkTale
foreword,http://id.lincsproject.ca/genre/prefatoryPiece
form,http://id.lincsproject.ca/genre/Form
free verse,http://id.lincsproject.ca/genre/freeVerse
freeverse,http://id.lincsproject.ca/genre/freeVerse
féministe,http://id.lincsproject.ca/genre/feminist
gardening,http://id.lincsproject.ca/genre/gardening
genealogy,http://id.lincsproject.ca/genre/genealogy
genre dramatique,http://id.lincsproject.ca/genre/drama
genre épistolaire,http://id.lincsproject.ca/genre/epistolary
genre,http://id.lincsproject.ca/genre/Genre
georgic,http://id.lincsproject.ca/genre/georgic
ghost story,http://id.lincsproject.ca/genre/ghostStory
ghoststory,http://id.lincsproject.ca/genre/ghostStory
giftbook,http://id.lincsproject.ca/genre/giftbook
gothic,http://id.lincsproject.ca/genre/gothic
gothique,http://id.lincsproject.ca/genre/gothic
government report,http://id.lincsproject.ca/genre/governmentReport
governmentrecordsgenre,http://id.lincsproject.ca/genre/GovernmentRecordsGenre
governmentreport,http://id.lincsproject.ca/genre/governmentReport
grammaire,http://id.lincsproject.ca/genre/grammar
grammar,http://id.lincsproject.ca/genre/grammar
graphic novel,http://id.lincsproject.ca/genre/graphicNovel
graphicnovel,http://id.lincsproject.ca/genre/graphicNovel
graveyard poetry,http://id.lincsproject.ca/genre/graveyardPoetry
graveyardpoetry,http://id.lincsproject.ca/genre/graveyardPoetry
guerilla theatre,http://id.lincsproject.ca/genre/guerillaTheatre
guerillatheatre,http://id.lincsproject.ca/genre/guerillaTheatre
guide de voyage,http://id.lincsproject.ca/genre/guidebook
guidebook,http://id.lincsproject.ca/genre/guidebook
généalogie,http://id.lincsproject.ca/genre/genealogy
géorgique,http://id.lincsproject.ca/genre/georgic
hagiography,http://id.lincsproject.ca/genre/hagiography
haiku,http://id.lincsproject.ca/genre/haiku
harlequinade,http://id.lincsproject.ca/genre/harlequinade
haïku,http://id.lincsproject.ca/genre/haiku
heroic,http://id.lincsproject.ca/genre/heroic
histoire,http://id.lincsproject.ca/genre/history
historical overview,http://id.lincsproject.ca/genre/historicalOverview
historical,http://id.lincsproject.ca/genre/historicalWriting
historicalgenre,http://id.lincsproject.ca/genre/HistoricalGenre
historicaloverview,http://id.lincsproject.ca/genre/historicalOverview
historicalwriting,http://id.lincsproject.ca/genre/historicalWriting
historique,http://id.lincsproject.ca/genre/historicalWriting
history,http://id.lincsproject.ca/genre/history
humour noir,http://id.lincsproject.ca/genre/blackComedy
hymn,http://id.lincsproject.ca/genre/hymn
hymne (politique),http://id.lincsproject.ca/genre/anthem
hymne (poétique),http://id.lincsproject.ca/genre/hymn
illustrated,http://id.lincsproject.ca/genre/illustrated
illustratedform,http://id.lincsproject.ca/genre/IllustratedForm
imitation,http://id.lincsproject.ca/genre/imitation
imitations parodiques,http://id.lincsproject.ca/genre/mockForms
immigration writing,http://id.lincsproject.ca/genre/migration
improvisation,http://id.lincsproject.ca/genre/improvisation
index,http://id.lincsproject.ca/genre/index
industrial novel,http://id.lincsproject.ca/genre/industrialNovel
industrialnovel,http://id.lincsproject.ca/genre/industrialNovel
informational writing,http://id.lincsproject.ca/genre/informationalWriting
informationalgenre,http://id.lincsproject.ca/genre/InformationalGenre
informationalwriting,http://id.lincsproject.ca/genre/informationalWriting
instructional text,http://id.lincsproject.ca/genre/instructionalText
instructionaltext,http://id.lincsproject.ca/genre/instructionalText
intertextualgenre,http://id.lincsproject.ca/genre/IntertextualGenre
interview,http://id.lincsproject.ca/genre/interview
introduction,http://id.lincsproject.ca/genre/introduction
jardinage,http://id.lincsproject.ca/genre/gardening
